idx,chain,chip,bit,blob_n,cx_pct,cy_pct,area
1067,5,6,11,1,0.16,55.93,16
1068,5,6,12,0,0.12,54.68,40
1070,5,6,14,0,0.31,51.6,24
1070,5,6,14,1,0.12,55.38,20
1071,5,6,15,0,0.45,50.47,44
1071,5,6,15,1,0.16,55.61,16
1072,5,7,0,0,0.25,53.85,60
1073,5,7,1,0,0.12,54.42,40
1074,5,7,2,0,0.0,55.45,16
1075,5,7,3,0,0.16,53.37,32
1075,5,7,3,1,1.56,41.35,16
1077,5,7,5,0,0.27,52.75,28
1078,5,7,6,0,0.16,54.33,48
1078,5,7,6,1,0.78,47.92,16
1079,5,7,7,0,0.0,54.81,16
1080,5,7,8,0,0.25,53.63,60
1081,5,7,9,0,0.94,45.51,24
1081,5,7,9,1,0.16,53.21,16
1082,5,7,10,0,0.7,49.2,32
1082,5,7,10,1,0.25,52.69,20
1083,5,7,11,0,0.06,54.49,40
1084,5,7,12,0,0.14,54.77,36
1085,5,7,13,0,0.21,53.31,48
1086,5,7,14,0,0.25,54.94,40
1087,5,7,15,0,0.49,50.14,36
1087,5,7,15,1,0.0,56.09,16
1088,5,8,0,0,0.21,55.13,36
1089,5,8,1,0,0.86,48.48,32
1089,5,8,1,1,0.16,53.37,16
1091,5,8,3,0,0.0,55.13,28
1091,5,8,3,1,0.47,50.64,16
1092,5,8,4,0,0.16,52.56,32
1093,5,8,5,0,0.0,55.13,20
1094,5,8,6,0,0.21,54.59,48
1094,5,8,6,1,0.75,50.9,20
1096,5,8,8,0,0.0,55.45,16
1097,5,8,9,0,0.0,55.45,16
1098,5,8,10,0,0.23,53.85,32
1099,5,8,11,0,0.08,54.57,32
1100,5,8,12,0,0.27,53.39,28
1101,5,8,13,0,0.31,52.56,32
1101,5,8,13,1,0.78,44.39,16
1102,5,8,14,0,0.4,52.86,44
1103,5,8,15,0,0.0,54.17,32
1105,5,9,1,0,0.16,54.06,48
1106,5,9,2,0,0.16,53.37,32
1107,5,9,3,0,0.27,54.62,56
1108,5,9,4,0,0.25,53.21,20
1108,5,9,4,1,0.62,49.52,16
1109,5,9,5,0,0.1,53.85,24
1110,5,9,6,0,0.78,48.72,16
1112,5,9,8,0,0.34,50.7,44
1112,5,9,8,1,0.21,55.45,24
1113,5,9,9,0,0.16,54.01,32
1115,5,9,11,0,0.31,53.53,16
1116,5,9,12,0,0.4,50.27,56
1117,5,9,13,0,0.62,49.04,32
1118,5,9,14,0,0.0,52.56,20
1118,5,9,14,1,0.47,49.2,16
1119,5,9,15,0,0.25,53.08,20
1120,5,10,0,0,0.42,51.92,36
1121,5,10,1,0,0.49,50.0,36
1121,5,10,1,1,0.12,54.74,20
1122,5,10,2,0,0.0,55.45,16
1125,5,10,5,0,0.31,53.21,32
1126,5,10,6,0,0.31,55.45,16
1127,5,10,7,0,0.18,53.11,28
1128,5,10,8,0,0.19,53.91,40
1128,5,10,8,1,0.5,49.1,20
1129,5,10,9,0,0.31,51.28,32
1130,5,10,10,0,0.27,52.2,28
1134,5,10,14,0,0.16,55.13,32
1135,5,10,15,0,0.78,48.56,16
1136,5,11,0,0,0.36,52.38,28
1139,5,11,3,0,0.21,52.88,24
1140,5,11,4,0,0.25,52.82,20
1141,5,11,5,0,0.0,55.13,20
1141,5,11,5,1,0.31,52.24,16
1142,5,11,6,0,0.17,53.96,44
1144,5,11,8,0,0.0,54.81,32
1145,5,11,9,0,0.1,55.66,24
1147,5,11,11,0,0.18,54.85,28
1150,5,11,14,0,0.27,54.17,56
1151,5,11,15,0,0.16,53.37,32
1152,6,0,0,0,22.99,26.89,4572
1153,6,0,1,0,22.9,26.84,4592
1154,6,0,2,0,22.78,26.88,4584
1155,6,0,3,0,22.77,26.93,4540
1156,6,0,4,0,22.7,26.96,4564
1157,6,0,5,0,22.83,27.02,4564
1158,6,0,6,0,22.85,27.09,4404
1163,6,0,11,0,21.18,48.25,5196
1164,6,0,12,0,20.96,48.18,5360
1165,6,0,13,0,20.93,48.12,5408
1166,6,0,14,0,20.96,48.14,5424
1167,6,0,15,0,20.87,48.15,5428
1168,6,1,0,0,20.89,48.14,5408
1169,6,1,1,0,20.97,48.17,5432
1170,6,1,2,0,21.02,48.22,5340
1171,6,1,3,0,20.71,48.29,4728
1175,6,1,7,0,0.0,75.32,16
1178,6,1,10,0,8.27,71.44,340
1178,6,1,10,1,23.65,71.86,252
1179,6,1,11,0,20.24,71.3,5444
1180,6,1,12,0,20.24,71.38,5412
1181,6,1,13,0,20.28,71.43,5356
1182,6,1,14,0,20.25,71.39,5364
1183,6,1,15,0,20.24,71.45,5228
1191,6,2,7,0,20.08,83.42,5344
1192,6,2,8,0,16.67,85.32,4804
1193,6,2,9,0,16.66,85.31,4776
1193,6,2,9,1,0.0,98.08,20
1194,6,2,10,0,18.64,94.15,4108
1195,6,2,11,0,19.11,94.09,4508
1206,6,3,6,0,6.9,99.26,100
1207,6,3,7,0,1.88,99.36,28
1207,6,3,7,1,13.12,99.36,28
1207,6,3,7,2,9.06,99.36,16
1208,6,3,8,0,1.25,99.36,20
1249,6,6,1,0,0.0,67.31,28
1253,6,6,5,0,0.0,65.06,24
1254,6,6,6,0,0.0,69.23,20
1258,6,6,10,0,0.0,73.08,20
1264,6,7,0,0,0.0,71.47,32
1283,6,8,3,0,0.0,70.51,36
1284,6,8,4,0,0.0,70.83,24
1310,6,9,14,0,0.0,71.79,28
1311,6,9,15,0,0.0,69.23,36
1312,6,10,0,0,0.0,72.12,40
1313,6,10,1,0,0.0,69.23,28
1314,6,10,2,0,0.0,70.19,24
1318,6,10,6,0,0.0,70.51,20
1319,6,10,7,0,0.0,71.47,32
1320,6,10,8,0,0.0,71.79,28
1321,6,10,9,0,0.0,73.08,20
1322,6,10,10,0,0.0,71.47,32
1324,6,10,12,0,0.0,72.44,20
1326,6,10,14,0,0.0,71.79,20
1329,6,11,1,0,0.0,72.44,20
1330,6,11,2,0,0.0,68.59,28
1331,6,11,3,0,0.0,70.19,32
1346,7,0,2,0,26.52,52.27,1176
1346,7,0,2,1,20.44,44.05,708
1346,7,0,2,2,39.57,46.23,64
1346,7,0,2,3,28.5,46.54,20
1346,7,0,2,4,19.22,50.8,16
1347,7,0,3,0,34.75,54.14,132
1347,7,0,3,1,22.72,54.07,104
1347,7,0,3,2,7.2,53.97,84
1347,7,0,3,3,40.34,46.94,52
1347,7,0,3,4,37.55,42.68,48
1347,7,0,3,5,20.86,42.71,32
1347,7,0,3,6,29.2,42.67,28
1347,7,0,3,7,10.0,42.95,28
1347,7,0,3,8,14.46,54.03,28
1347,7,0,3,9,15.83,42.84,24
1347,7,0,3,10,24.75,42.69,20
1347,7,0,3,11,33.12,42.79,16
1348,7,0,4,0,36.32,54.15,108
1348,7,0,4,1,26.15,42.83,104
1348,7,0,4,2,36.23,42.69,100
1348,7,0,4,3,7.09,53.94,80
1348,7,0,4,4,40.4,47.14,44
1348,7,0,4,5,26.25,54.06,36
1348,7,0,4,6,14.46,54.03,28
1348,7,0,4,7,18.84,54.03,28
1348,7,0,4,8,10.31,42.95,24
1348,7,0,4,9,29.9,54.06,24
1348,7,0,4,10,15.62,42.95,20
1348,7,0,4,11,22.37,53.97,20
1349,7,0,5,0,29.17,42.77,216
1349,7,0,5,1,24.39,54.06,132
1349,7,0,5,2,8.62,53.96,112
1349,7,0,5,3,36.48,54.15,100
1349,7,0,5,4,12.19,42.95,88
1349,7,0,5,5,40.44,47.18,40
1349,7,0,5,6,2.78,43.59,36
1350,7,0,6,0,21.81,48.49,4408
1351,7,0,7,0,21.8,48.47,4440
1352,7,0,8,0,21.66,48.62,4636
1353,7,0,9,0,24.52,48.51,2852
1353,7,0,9,1,5.43,48.24,664
1361,7,1,1,0,20.37,71.55,4820
1362,7,1,2,0,4.54,71.48,500
1362,7,1,2,1,26.79,77.62,172
1362,7,1,2,2,38.56,68.4,108
1362,7,1,2,3,15.17,65.64,100
1362,7,1,2,4,11.77,69.62,92
1362,7,1,2,5,23.72,65.96,84
1362,7,1,2,6,29.64,65.93,56
1362,7,1,2,7,12.45,74.85,52
1362,7,1,2,8,16.56,70.58,40
1362,7,1,2,9,23.91,73.72,32
1362,7,1,2,10,19.38,67.77,28
1362,7,1,2,11,19.58,70.94,24
1362,7,1,2,12,3.44,76.92,24
1362,7,1,2,13,7.81,76.92,24
1362,7,1,2,14,12.81,77.35,24
1362,7,1,2,15,38.75,77.88,24
1362,7,1,2,16,23.0,67.56,20
1362,7,1,2,17,17.88,74.1,20
1362,7,1,2,18,39.75,76.15,20
1362,7,1,2,19,1.09,65.54,16
1362,7,1,2,20,15.47,67.79,16
1362,7,1,2,21,23.91,70.51,16
1362,7,1,2,22,33.75,75.96,16
1363,7,1,3,0,6.5,72.57,500
1363,7,1,3,1,32.8,77.42,236
1363,7,1,3,2,35.13,67.41,168
1363,7,1,3,3,6.77,69.91,124
1363,7,1,3,4,20.02,66.27,116
1363,7,1,3,5,10.71,65.55,92
1363,7,1,3,6,5.62,76.92,52
1363,7,1,3,7,16.15,71.47,48
1363,7,1,3,8,16.02,74.68,32
1363,7,1,3,9,16.72,77.4,32
1363,7,1,3,10,24.82,65.75,28
1363,7,1,3,11,1.38,65.51,20
1363,7,1,3,12,24.0,73.59,20
1363,7,1,3,13,12.88,77.44,20
1363,7,1,3,14,15.47,67.95,16
1363,7,1,3,15,20.0,70.19,16
1363,7,1,3,16,22.97,70.67,16
1363,7,1,3,17,26.72,72.92,16
1363,7,1,3,18,30.16,73.08,16
1363,7,1,3,19,23.75,75.96,16
1363,7,1,3,20,30.47,76.12,16
1364,7,1,4,0,29.72,74.64,1216
1364,7,1,4,1,1.98,72.35,220
1364,7,1,4,2,10.3,74.81,124
1364,7,1,4,3,23.29,66.19,108
1364,7,1,4,4,11.36,69.55,88
1364,7,1,4,5,6.68,68.35,76
1364,7,1,4,6,16.12,71.37,60
1364,7,1,4,7,7.29,71.84,60
1364,7,1,4,8,12.81,65.52,56
1364,7,1,4,9,19.55,70.4,44
1364,7,1,4,10,5.31,76.92,40
1364,7,1,4,11,18.33,65.6,36
1364,7,1,4,12,26.25,69.63,32
1364,7,1,4,13,1.38,65.51,20
1364,7,1,4,14,6.25,65.38,20
1364,7,1,4,15,23.44,70.19,16
1365,7,1,5,0,20.5,71.59,4944
1373,7,1,13,0,20.12,83.54,4960
1374,7,1,14,0,3.24,80.62,328
1374,7,1,14,1,12.38,79.82,148
1374,7,1,14,2,22.7,78.68,140
1374,7,1,14,3,16.72,80.42,80
1374,7,1,14,4,31.25,89.74,36
1374,7,1,14,5,29.17,78.1,24
1374,7,1,14,6,37.19,78.21,24
1374,7,1,14,7,38.88,90.0,20
1374,7,1,14,8,32.81,78.21,16
1374,7,1,14,9,39.84,82.05,16
1374,7,1,14,10,4.69,85.58,16
1374,7,1,14,11,39.84,87.66,16
1374,7,1,14,12,13.44,89.1,16
1375,7,1,15,0,30.31,89.74,16
1376,7,2,0,0,23.08,85.48,4436
1376,7,2,0,1,3.54,87.02,1452
1378,7,2,2,0,31.95,94.96,1256
1378,7,2,2,1,16.19,94.64,1248
1378,7,2,2,2,3.42,94.02,560
1536,8,0,0,0,13.95,48.62,2492
1543,8,0,7,0,31.51,72.13,2256
1543,8,0,7,1,8.41,71.97,344
1544,8,0,8,0,20.73,71.75,5284
1545,8,0,9,0,20.76,71.77,5280
1546,8,0,10,0,20.8,71.76,5288
1547,8,0,11,0,20.67,71.79,5240
1548,8,0,12,0,20.74,71.76,4880
1556,8,1,4,0,20.31,83.77,5252
1557,8,1,5,0,19.88,83.82,988
1557,8,1,5,1,3.12,84.8,28
1557,8,1,5,2,7.88,86.41,20
1558,8,1,6,0,20.14,83.9,996
1558,8,1,6,1,2.75,84.36,20
1558,8,1,6,2,1.56,86.86,16
1559,8,1,7,0,20.05,95.08,3432
1559,8,1,7,1,12.1,91.96,44
1559,8,1,7,2,16.33,91.67,32
1560,8,1,8,0,19.5,94.5,4180
